time (ms), rss (MB),arrayBuffers,external,heapTotal,heapUsed
48418, 21.561344, 0, 1.206142, 4.964352, 3.214568
48618, 21.561344, 0, 1.206142, 4.964352, 3.216328
48818, 21.56544, 0, 1.206142, 4.964352, 3.218088
49018, 21.56544, 0, 1.206142, 4.964352, 3.219872
49218, 21.569536, 0, 1.206142, 4.964352, 3.221632
49418, 21.569536, 0, 1.206142, 4.964352, 3.223424
49618, 21.573632, 0, 1.206142, 4.964352, 3.225184
49818, 21.573632, 0, 1.206142, 4.964352, 3.226976
50018, 21.573632, 0, 1.206142, 4.964352, 3.228736
50219, 21.577728, 0, 1.206142, 4.964352, 3.230496
50420, 21.577728, 0, 1.206142, 4.964352, 3.232288
50620, 21.581824, 0, 1.206142, 4.964352, 3.234048
50821, 21.581824, 0, 1.206142, 4.964352, 3.23584
51022, 21.581824, 0, 1.206142, 4.964352, 3.2376
51222, 21.58592, 0, 1.206142, 4.964352, 3.239352
51422, 21.58592, 0, 1.206142, 4.964352, 3.241136
51622, 21.590016, 0, 1.206142, 4.964352, 3.242896
51823, 21.590016, 0, 1.206142, 4.964352, 3.244688
52024, 21.594112, 0, 1.206142, 4.964352, 3.246448
52224, 21.594112, 0, 1.206142, 4.964352, 3.24824
52425, 21.594112, 0, 1.206142, 4.964352, 3.25
52625, 21.598208, 0, 1.206142, 4.964352, 3.251752
52825, 21.598208, 0, 1.206142, 4.964352, 3.253544
53025, 21.602304, 0, 1.206142, 4.964352, 3.255304
53225, 21.602304, 0, 1.206142, 4.964352, 3.257096
53426, 21.602304, 0, 1.206142, 4.964352, 3.258856
53627, 21.6064, 0, 1.206142, 4.964352, 3.260616
53828, 21.6064, 0, 1.206142, 4.964352, 3.262392
54029, 21.610496, 0, 1.206142, 4.964352, 3.264144
54229, 21.610496, 0, 1.206142, 4.964352, 3.265936
54430, 21.614592, 0, 1.206142, 4.964352, 3.267696
54632, 21.614592, 0, 1.206142, 4.964352, 3.269488
54832, 21.614592, 0, 1.206142, 4.964352, 3.271248
55032, 21.618688, 0, 1.206142, 4.964352, 3.273008
55236, 21.618688, 0, 1.206142, 4.964352, 3.2748
55438, 21.622784, 0, 1.206142, 4.964352, 3.276552
55638, 21.622784, 0, 1.206142, 4.964352, 3.278344
55839, 21.622784, 0, 1.206142, 4.964352, 3.280104
56039, 21.62688, 0, 1.206142, 4.964352, 3.281864
56240, 21.62688, 0, 1.206142, 4.964352, 3.283648
56440, 21.630976, 0, 1.206142, 4.964352, 3.285408
56640, 21.630976, 0, 1.206142, 4.964352, 3.2872
56841, 21.635072, 0, 1.206142, 4.964352, 3.288952
57041, 21.635072, 0, 1.206142, 4.964352, 3.290744
57242, 21.635072, 0, 1.206142, 4.964352, 3.292504
57442, 21.639168, 0, 1.206142, 4.964352, 3.294264
57643, 21.639168, 0, 1.206142, 4.964352, 3.296056
57844, 21.643264, 0, 1.206142, 4.964352, 3.297816
58044, 21.643264, 0, 1.206142, 4.964352, 3.299608
58245, 21.643264, 0, 1.206142, 4.964352, 3.301368
58445, 21.64736, 0, 1.206142, 4.964352, 3.303128
58645, 21.64736, 0, 1.206142, 4.964352, 3.304912
58845, 21.651456, 0, 1.206142, 4.964352, 3.306672
59046, 21.651456, 0, 1.206142, 4.964352, 3.308464
59247, 21.655552, 0, 1.206142, 4.964352, 3.310224
59447, 21.655552, 0, 1.206142, 4.964352, 3.312016
59648, 21.655552, 0, 1.206142, 4.964352, 3.313776
59848, 21.659648, 0, 1.206142, 4.964352, 3.315536
60048, 21.659648, 0, 1.206142, 4.964352, 3.317328
60249, 21.663744, 0, 1.206142, 4.964352, 3.319088
60450, 21.663744, 0, 1.206142, 4.964352, 3.32088
60651, 21.66784, 0, 1.206142, 4.964352, 3.32264
60852, 21.671936, 0, 1.206142, 4.964352, 3.324416
61053, 21.671936, 0, 1.206142, 4.964352, 3.326208
61252, 21.676032, 0, 1.206142, 4.964352, 3.327968
61453, 21.676032, 0, 1.206142, 4.964352, 3.32976
61652, 21.680128, 0, 1.206142, 4.964352, 3.33152
61853, 21.680128, 0, 1.206142, 4.964352, 3.333312
62052, 21.680128, 0, 1.206142, 4.964352, 3.335072
62254, 21.684224, 0, 1.206142, 4.964352, 3.336832
62454, 21.684224, 0, 1.206142, 4.964352, 3.338624
62655, 21.68832, 0, 1.206142, 4.964352, 3.340384
62856, 21.68832, 0, 1.206142, 4.964352, 3.342168
63057, 21.692416, 0, 1.206142, 4.964352, 3.343928
63258, 21.692416, 0, 1.206142, 4.964352, 3.34572
63459, 21.692416, 0, 1.206142, 4.964352, 3.34748
63660, 21.696512, 0, 1.206142, 4.964352, 3.34924
63860, 21.696512, 0, 1.206142, 4.964352, 3.351032
64061, 21.700608, 0, 1.206142, 4.964352, 3.352792
64261, 21.700608, 0, 1.206142, 4.964352, 3.354584
64463, 21.700608, 0, 1.206142, 4.964352, 3.356344
64664, 21.704704, 0, 1.206142, 4.964352, 3.358104
64863, 21.704704, 0, 1.206142, 4.964352, 3.359896
65063, 21.7088, 0, 1.206142, 4.964352, 3.361656
65266, 21.7088, 0, 1.206142, 4.964352, 3.363432
65467, 21.712896, 0, 1.206142, 4.964352, 3.365184
65685, 21.712896, 0, 1.206142, 4.964352, 3.366976
65892, 21.712896, 0, 1.206142, 4.964352, 3.368736
66094, 21.716992, 0, 1.206142, 4.964352, 3.370496
66296, 21.716992, 0, 1.206142, 4.964352, 3.372288
66495, 21.721088, 0, 1.206142, 4.964352, 3.374048
66696, 21.721088, 0, 1.214334, 4.964352, 3.376048
66897, 21.721088, 0, 1.214334, 4.964352, 3.377832
67097, 21.725184, 0, 1.214334, 4.964352, 3.379592
67297, 21.725184, 0, 1.214334, 4.964352, 3.381384
67499, 21.72928, 0, 1.214334, 4.964352, 3.383144
67699, 21.72928, 0, 1.214334, 4.964352, 3.384928
67900, 21.733376, 0, 1.214334, 4.964352, 3.386688
68100, 21.733376, 0, 1.214334, 4.964352, 3.38848
68301, 21.733376, 0, 1.214334, 4.964352, 3.39024
68503, 21.737472, 0, 1.214334, 4.964352, 3.392
68703, 21.737472, 0, 1.214334, 4.964352, 3.393832
68904, 21.741568, 0, 1.214334, 4.964352, 3.395592
69103, 21.741568, 0, 1.214334, 4.964352, 3.397384
69304, 21.745664, 0, 1.214334, 4.964352, 3.399144
69505, 21.745664, 0, 1.214334, 4.964352, 3.400936
69706, 21.745664, 0, 1.214334, 4.964352, 3.402696
69906, 21.74976, 0, 1.214334, 4.964352, 3.404456
70107, 21.74976, 0, 1.214334, 4.964352, 3.40624
70306, 21.74976, 0, 1.214334, 4.964352, 3.408016
70506, 21.74976, 0, 1.214334, 4.964352, 3.409776
70706, 21.753856, 0, 1.214334, 4.964352, 3.411536
70906, 21.753856, 0, 1.214334, 4.964352, 3.413328
71107, 21.753856, 0, 1.214334, 4.964352, 3.415088
